Loan ID,Amount Requested,Amount Funded By Investors,Interest Rate,Loan Length,CREDIT Grade,Loan Title,Loan Purpose,Monthly PAYMENT,Total Amount Funded,Debt-To-Income Ratio,City,State,Home Ownership,Monthly Income,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Employment Length,"Status (Fully Paid=1, Not Paid=0)"
567019,18000,17771.95,0.1398,60,14,13153,6,418.65,18000,0.16210000000000002,2727,31,1,7525.0,712.0,728234,11.0,27.0,21509.0,0.9390000000000001,2.0,0.0,0.0,0.0,5,1
2374913,7000,7000.0,0.158,60,14,7613,6,169.49,7000,0.1479,4358,49,0,3333.33,712.0,730523,7.0,14.0,6663.0,0.261,1.0,0.0,0.0,0.0,2,0
172802,5000,775.0,0.087,36,23,12279,5,158.31,5000,0.0038,3573,18,0,4000.0,717.0,719997,7.0,25.0,498.0,0.073,2.0,0.0,0.0,1.0,6,1
593304,7500,7500.0,0.1298,36,14,8337,6,252.64,7500,0.23800000000000002,8405,35,2,2500.0,672.0,729361,6.0,28.0,4424.0,0.59,1.0,0.0,0.0,0.0,7,1
139480,4350,2400.0,0.1438,36,24,945,6,149.48,4350,0.13449999999999998,5410,18,1,1583.33,642.0,732248,6.0,8.0,2422.0,1.053,3.0,0.0,0.0,0.0,8,0
155687,7000,858.53,0.1217,36,15,1813,6,233.07,7000,0.1158,5775,29,1,3583.33,662.0,727290,8.0,33.0,2778.0,0.992,6.0,0.0,0.0,0.0,6,0
2296543,21200,21200.0,0.1727,60,13,7613,6,529.96,21200,0.2798,3359,35,1,5000.0,687.0,730401,11.0,32.0,9313.0,0.722,0.0,0.0,0.0,0.0,3,0
601694,10800,10725.0,0.0962,36,33,7796,6,346.57,10800,0.1736,7589,41,0,6250.0,702.0,732184,16.0,23.0,5877.0,0.387,0.0,0.0,0.0,0.0,8,1
2216994,5000,5000.0,0.1531,36,19,11968,6,174.09,5000,0.0895,8169,19,1,9416.67,672.0,725017,11.0,28.0,4304.0,0.797,1.0,0.0,0.0,0.0,7,0
2081135,10000,10000.0,0.0603,36,3,10459,10,304.36,10000,0.0545,4450,36,1,4476.24,802.0,722518,11.0,27.0,7212.0,0.13699999999999998,2.0,0.0,0.0,0.0,0,0
612322,20000,19825.0,0.1854,60,12,8276,6,513.77,20000,0.1869,4641,20,1,12500.0,692.0,727510,9.0,38.0,80109.0,0.823,7.0,0.0,0.0,0.0,8,0
1241343,32875,32850.0,0.1074,36,34,2603,6,1072.25,32875,0.2285,6018,37,0,5500.0,737.0,732241,20.0,43.0,17864.0,0.28300000000000003,3.0,0.0,0.0,0.0,8,1
389571,10800,10367.06,0.08,36,1,1627,1,338.43,10800,0.1613,1855,6,1,8666.67,792.0,725794,16.0,32.0,186072.0,0.179,0.0,0.0,0.0,0.0,6,0
2375692,28000,28000.0,0.158,60,14,7255,6,677.94,28000,0.17370000000000002,3974,49,1,9166.67,672.0,726262,9.0,23.0,41797.0,0.773,1.0,0.0,0.0,0.0,6,0
2076604,9100,9100.0,0.08900000000000001,36,21,12216,6,288.96,9100,0.1919,3074,16,2,4333.33,717.0,727116,15.0,45.0,19512.0,0.461,0.0,0.0,0.0,0.0,9,0
438009,20000,14077.93,0.1496,36,15,7536,6,692.9,20000,0.0098,1402,11,0,6250.0,682.0,723821,6.0,9.0,9306.0,0.48,4.0,0.0,0.0,1.0,2,0
2088812,8075,8050.0,0.1433,36,0,6200,6,277.29,8075,0.0952,588,31,2,5000.0,672.0,730826,13.0,24.0,17918.0,0.5429999999999999,1.0,0.0,0.0,0.0,1,0
2218015,5375,5375.0,0.1849,36,15,10513,6,195.65,5375,0.2186,6497,31,1,4166.67,672.0,730852,3.0,16.0,505.0,0.38799999999999996,2.0,0.0,0.0,2.0,10,0
685525,8000,8000.0,0.1268,36,0,6441,6,268.33,8000,0.1745,2444,41,1,10250.0,677.0,730666,10.0,21.0,36970.0,0.835,2.0,0.0,0.0,1.0,9,1
2185057,4575,4575.0,0.158,36,14,7613,6,160.4,4575,0.1803,2153,40,1,7500.0,677.0,731001,7.0,16.0,3414.0,0.948,2.0,0.0,0.0,0.0,3,0
2435558,25200,25200.0,0.1531,36,19,4170,10,0.0,25200,0.0446,9233,28,1,6300.0,667.0,726956,9.0,30.0,10913.0,0.642,0.0,0.0,0.0,2.0,3,0
264537,5000,1175.0,0.1229,36,13,12604,3,166.77,5000,0.0815,4439,37,0,6500.0,667.0,730935,7.0,10.0,4476.0,0.597,6.0,0.0,0.0,1.0,1,0
2078025,7500,7500.0,0.0603,36,3,2603,6,228.27,7500,0.1237,6502,19,0,6000.0,777.0,730635,12.0,26.0,7999.0,0.095,0.0,0.0,0.0,0.0,8,0
2296401,15000,15000.0,0.08900000000000001,36,21,4254,6,0.0,15000,0.1049,8816,2,1,10000.0,727.0,729634,7.0,11.0,15829.0,0.937,0.0,0.0,0.0,0.0,1,0
814939,2400,2400.0,0.1099,36,33,10781,2,78.57,2400,0.0258,8753,37,2,31000.0,747.0,730150,2.0,6.0,33471.0,0.973,0.0,0.0,0.0,0.0,0,0
569663,8000,8000.0,0.1521,36,15,1037,8,278.15,8000,0.096,2109,19,2,4333.33,667.0,730644,5.0,16.0,861.0,0.5379999999999999,3.0,0.0,0.0,1.0,11,0
600355,5025,4900.0,0.1036,60,28,5655,6,107.66,5025,0.1388,7097,41,2,3833.33,722.0,727891,4.0,27.0,4729.0,0.86,1.0,0.0,0.0,0.0,4,1
2380587,14400,14400.0,0.1629,36,27,1754,6,508.33,14400,0.2535,2758,19,0,4375.0,662.0,732427,12.0,48.0,11053.0,0.531,0.0,0.0,0.0,0.0,7,0
2307154,15500,15500.0,0.1212,36,33,9204,8,0.0,15500,0.2318,4679,19,1,4000.0,682.0,729382,11.0,21.0,12376.0,0.56,1.0,0.0,0.0,2.0,6,0
271192,8500,4209.23,0.1355,36,30,5841,6,288.66,8500,0.17559999999999998,3230,44,0,2391.67,662.0,731522,7.0,10.0,17488.0,0.9059999999999999,1.0,0.0,0.0,0.0,9,1
432817,4500,4450.0,0.1982,36,26,6279,6,166.83,4500,0.2352,219,20,1,4333.0,682.0,729126,20.0,36.0,5444.0,0.373,10.0,0.0,0.0,0.0,4,0
709220,5000,5000.0,0.1,36,34,962,6,161.34,5000,0.16269999999999998,1494,29,0,2200.0,752.0,731135,3.0,6.0,1193.0,0.341,3.0,0.0,0.0,0.0,8,1
383784,8100,8075.0,0.1663,36,24,6191,6,287.31,8100,0.2271,7251,31,0,4583.0,667.0,727897,15.0,27.0,16194.0,0.848,5.0,0.0,0.0,0.0,6,0
2382912,10625,10625.0,0.158,36,14,7607,6,0.0,10625,0.1515,3579,31,0,2666.67,687.0,730786,7.0,15.0,14604.0,0.664,1.0,0.0,0.0,0.0,2,0
977474,30000,30000.0,0.1065,36,34,8394,6,977.2,30000,0.1921,1101,26,1,5833.33,747.0,731009,14.0,41.0,18604.0,0.425,1.0,0.0,0.0,0.0,1,1
574876,7000,7000.0,0.1038,36,23,10213,10,227.13,7000,0.1275,1946,16,0,3750.0,722.0,723276,11.0,13.0,11743.0,0.46399999999999997,1.0,0.0,0.0,0.0,8,1
423695,25000,14900.0,0.1884,36,26,6431,11,914.42,25000,0.193,6497,31,1,10416.67,707.0,726631,13.0,48.0,26339.0,0.49,2.0,0.0,0.0,0.0,2,1
517011,24000,24000.0,0.0988,36,23,7146,6,773.07,24000,0.008100000000000001,1494,29,1,81000.0,752.0,722879,12.0,30.0,14909.0,0.32899999999999996,2.0,0.0,0.0,1.0,6,1
2301623,25000,25000.0,0.1114,36,34,10459,10,820.13,25000,0.2311,1497,39,1,8333.33,687.0,728176,12.0,27.0,41091.0,0.669,1.0,0.0,0.0,0.0,11,0
2174845,6000,6000.0,0.1409,36,28,10213,6,205.33,6000,0.1946,7167,34,0,4166.67,672.0,732675,18.0,25.0,14554.0,0.57,0.0,0.0,0.0,2.0,7,0
488422,10000,9975.0,0.1496,36,15,13448,6,346.47,10000,0.2483,3086,28,1,3500.0,667.0,732214,8.0,14.0,7957.0,0.556,3.0,0.0,0.0,1.0,9,1
472039,4800,4725.0,0.1218,36,11,11301,3,159.84,4800,0.1721,90,39,2,8500.0,697.0,728241,21.0,63.0,184938.0,0.473,1.0,0.0,0.0,0.0,3,0
788842,10000,10000.0,0.1839,36,29,5356,6,363.49,10000,0.0218,8206,39,0,1833.33,667.0,730668,3.0,10.0,1107.0,0.7909999999999999,3.0,0.0,0.0,1.0,3,0
2285050,17500,17500.0,0.1727,60,13,8934,6,437.47,17500,0.1588,6347,40,1,8500.0,712.0,729397,16.0,33.0,20181.0,0.478,1.0,0.0,0.0,0.0,6,0
589515,8000,8000.0,0.0751,36,32,7607,6,248.89,8000,0.06309999999999999,1051,18,1,7000.0,742.0,729206,14.0,26.0,10408.0,0.157,2.0,0.0,0.0,0.0,6,1
362787,1500,1301.38,0.1051,36,34,1060,0,48.77,1500,0.1294,4376,12,1,4666.67,702.0,724436,9.0,26.0,388.0,0.062,0.0,0.0,0.0,0.0,2,1
2370971,6500,6500.0,0.1727,36,13,11092,6,0.0,6500,0.2597,834,26,0,3500.0,677.0,730725,12.0,20.0,4087.0,0.705,2.0,0.0,0.0,0.0,2,0
627397,6400,4725.0,0.0654,36,32,9515,6,144.91,4725,0.1607,990,39,0,3858.33,722.0,731732,7.0,12.0,3281.0,0.42100000000000004,1.0,0.0,0.0,0.0,7,1
376302,15000,5625.0,0.1347,36,27,3710,6,508.84,15000,0.06709999999999999,7852,26,1,6500.0,717.0,729941,6.0,28.0,20490.0,0.861,4.0,0.0,0.0,0.0,7,0
602998,7000,7000.0,0.1223,36,0,9615,8,233.27,7000,0.0696,2926,21,0,3333.33,682.0,730082,14.0,24.0,1291.0,0.349,4.0,0.0,0.0,0.0,6,0
2435363,6000,6000.0,0.1433,36,0,7613,6,0.0,6000,0.1251,3558,34,0,1750.0,697.0,722369,13.0,29.0,10575.0,0.395,1.0,0.0,0.0,0.0,0,0
2486487,7000,7000.0,0.1311,36,11,10459,10,0.0,7000,0.1166,2395,36,1,3378.25,692.0,725071,9.0,26.0,6720.0,0.509,1.0,0.0,0.0,0.0,6,0
508383,20000,20000.0,0.1348,36,14,3595,2,678.49,20000,0.2384,3967,37,0,5583.33,702.0,730245,11.0,35.0,24377.0,0.7070000000000001,0.0,0.0,0.0,0.0,2,1
297783,20000,3485.56,0.1008,36,33,11317,10,646.1,20000,0.06860000000000001,1532,19,0,12500.0,742.0,729702,8.0,10.0,84.0,0.002,2.0,0.0,0.0,0.0,8,1
2228692,15000,15000.0,0.158,36,14,875,12,0.0,15000,0.25120000000000003,6087,36,2,4833.33,687.0,725218,21.0,36.0,12344.0,0.359,1.0,0.0,0.0,1.0,6,0
823851,6000,6000.0,0.12990000000000002,36,0,13600,13,202.14,6000,0.0275,7293,21,0,4000.0,692.0,732404,11.0,20.0,615.0,0.034,3.0,0.0,0.0,0.0,7,0
169354,5400,375.0,0.0933,36,33,6572,10,172.55,5400,0.1609,7152,35,2,3500.0,707.0,731275,11.0,12.0,38054.0,0.612,0.0,0.0,0.0,0.0,7,1
736254,12000,11350.0,0.1714,60,5,6975,10,299.14,12000,0.2383,5266,36,0,4100.0,687.0,730617,14.0,17.0,22091.0,0.9520000000000001,0.0,0.0,0.0,0.0,1,1
1107240,8000,8000.0,0.079,36,32,8434,6,250.33,8000,0.1825,2842,21,1,4839.58,732.0,732099,7.0,15.0,6100.0,0.162,2.0,0.0,0.0,0.0,10,1
2216576,14800,14800.0,0.1905,36,30,2193,10,542.89,14800,0.1069,3177,1,2,3283.33,662.0,730033,17.0,31.0,8352.0,0.426,2.0,0.0,0.0,0.0,0,0
2087271,10000,10000.0,0.0603,36,3,4499,3,304.36,10000,0.055,5780,31,0,5833.33,797.0,730661,5.0,17.0,1703.0,0.141,0.0,0.0,0.0,0.0,11,0
351090,1500,0.0,0.1039,36,11,2603,6,48.68,1500,0.1317,3956,39,0,2916.67,697.0,729301,4.0,5.0,19.0,0.002,1.0,0.0,0.0,0.0,7,0
2369518,9400,9400.0,0.0762,36,1,8337,6,292.92,9400,0.109,6450,19,1,5833.33,747.0,728351,9.0,32.0,7520.0,0.22399999999999998,1.0,0.0,0.0,0.0,6,0
2094115,25000,25000.0,0.1531,36,19,11748,6,870.44,25000,0.2549,8748,40,1,13333.33,707.0,722549,16.0,48.0,48019.0,0.748,1.0,0.0,0.0,0.0,10,0
2079273,13000,13000.0,0.1016,36,23,14051,6,0.0,13000,0.2171,6788,39,0,3500.0,707.0,729270,8.0,28.0,23712.0,0.5429999999999999,0.0,0.0,0.0,1.0,1,0
2228651,4200,4200.0,0.1727,36,13,7607,6,150.31,4200,0.2206,2680,41,0,4166.67,667.0,725591,5.0,20.0,11329.0,0.7809999999999999,2.0,0.0,0.0,0.0,1,0
664913,12000,11950.0,0.0729,36,32,7795,3,372.12,12000,0.0966,9096,37,0,6667.0,747.0,729058,19.0,42.0,1022.0,0.028999999999999998,0.0,0.0,0.0,0.0,7,1
815149,6000,6000.0,0.0699,36,1,5274,5,185.24,6000,0.1439,5357,11,1,10000.0,742.0,724314,20.0,53.0,21056.0,0.221,0.0,0.0,0.0,0.0,6,1
2300574,3125,3125.0,0.158,36,14,7613,6,109.56,3125,0.2182,806,21,1,3666.67,662.0,727662,16.0,33.0,16571.0,0.981,0.0,0.0,0.0,1.0,6,0
605897,14000,10400.0,0.0617,36,1,3533,6,317.19,10400,0.1111,1412,39,1,10000.0,747.0,730482,9.0,32.0,18529.0,0.43799999999999994,0.0,0.0,0.0,0.0,2,1
352545,7500,680.83,0.1033,36,33,2665,5,181.57,5600,0.0541,7140,43,0,7250.0,712.0,726745,12.0,41.0,15132.0,0.33899999999999997,0.0,0.0,0.0,0.0,7,1
1447720,18200,18200.0,0.1905,60,30,5324,6,472.62,18200,0.1441,2529,12,0,8810.25,692.0,732122,8.0,20.0,12444.0,0.573,1.0,0.0,0.0,0.0,9,1
423781,20000,5800.0,0.1411,36,22,8166,6,684.58,20000,0.131,170,31,1,12166.0,692.0,728420,6.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,8,1
113179,1000,950.0,0.1059,36,19,13528,2,32.55,1000,0.1447,2710,41,1,2832.5,687.0,731527,9.0,11.0,4485.0,0.369,1.0,0.0,0.0,0.0,1,0
2307821,20400,20400.0,0.1311,60,11,6279,6,465.32,20400,0.1954,3391,41,0,7666.67,697.0,729658,11.0,29.0,21602.0,0.626,0.0,0.0,0.0,0.0,9,0
646345,12000,11975.0,0.1483,60,2,5484,10,284.41,12000,0.2231,3180,19,0,4186.0,687.0,730906,9.0,22.0,9398.0,0.847,0.0,0.0,0.0,0.0,11,1
261479,7000,6250.0,0.15130000000000002,36,24,5372,1,243.11,7000,0.0593,763,19,0,8500.0,642.0,730669,18.0,18.0,16914.0,0.552,3.0,0.0,0.0,0.0,6,0
376664,3500,3500.0,0.0737,36,3,3693,6,108.66,3500,0.0768,7661,18,0,5416.67,782.0,728356,8.0,22.0,4991.0,0.077,0.0,0.0,0.0,0.0,3,1
428387,4200,4200.0,0.1284,36,19,9701,1,141.2,4200,0.1021,4184,1,2,2321.0,682.0,729757,14.0,28.0,4002.0,0.616,2.0,0.0,0.0,0.0,8,0
779618,6000,6000.0,0.1479,36,27,471,6,207.38,6000,0.1032,7351,39,1,3333.33,672.0,727452,10.0,19.0,8241.0,0.7040000000000001,1.0,0.0,0.0,0.0,6,1
2085508,13750,13750.0,0.079,36,32,7630,10,430.25,13750,0.2221,8179,3,1,5666.67,752.0,724498,8.0,36.0,25718.0,0.96,0.0,0.0,0.0,0.0,6,0
2216736,3625,3625.0,0.08900000000000001,36,21,7613,6,115.11,3625,0.0565,2904,29,1,1433.0,732.0,727879,3.0,11.0,4825.0,0.6890000000000001,0.0,0.0,0.0,0.0,0,0
667962,12000,11950.0,0.0729,36,32,5451,10,372.12,12000,0.1888,5986,26,1,4333.33,732.0,729206,14.0,26.0,21870.0,0.38799999999999996,0.0,0.0,0.0,0.0,5,1
2088215,17000,16975.0,0.1311,36,11,748,6,573.7,17000,0.1823,4537,6,1,5250.0,697.0,728717,8.0,17.0,16442.0,0.507,0.0,0.0,0.0,0.0,6,0
284136,25000,9042.83,0.0976,36,34,4679,3,803.87,25000,0.0492,1749,34,1,5833.33,792.0,728701,7.0,13.0,3114.0,0.113,0.0,0.0,0.0,0.0,10,1
2524725,30000,30000.0,0.1016,36,23,1500,10,0.0,30000,0.2156,6121,30,1,9666.67,727.0,730911,24.0,39.0,38118.0,0.57,0.0,0.0,0.0,0.0,4,0
978904,16000,16000.0,0.0603,36,3,6279,5,486.97,16000,0.0515,5357,40,0,7083.33,772.0,732343,6.0,9.0,802.0,0.009000000000000001,0.0,0.0,0.0,0.0,5,1
164741,16000,536.0,0.1091,36,14,14145,10,523.14,16000,0.107,5522,37,0,16666.67,697.0,725566,9.0,33.0,72303.0,0.737,1.0,0.0,0.0,0.0,8,1
442069,12500,12400.0,0.12869999999999998,36,0,10710,10,420.42,12500,0.1761,6820,37,0,4583.0,702.0,731882,14.0,19.0,13441.0,0.494,2.0,0.0,0.0,0.0,8,1
2300543,21000,21000.0,0.08900000000000001,36,21,13338,6,666.82,21000,0.1968,1682,33,1,10583.33,692.0,729849,10.0,46.0,16927.0,0.48,1.0,0.0,0.0,2.0,8,0
481487,4000,4000.0,0.2017,36,16,9040,5,149.01,4000,0.1239,4783,29,2,3333.33,677.0,731211,7.0,16.0,200.0,0.133,10.0,0.0,0.0,3.0,11,0
1242128,30000,29975.0,0.2148,60,24,2445,13,819.73,30000,0.2193,4923,19,1,5416.67,697.0,730852,7.0,18.0,21604.0,0.777,2.0,0.0,0.0,0.0,9,1
543171,3000,3000.0,0.07139999999999999,36,1,8487,8,92.83,3000,0.1377,7724,31,1,7500.0,737.0,729792,10.0,26.0,11895.0,0.48700000000000004,0.0,0.0,0.0,1.0,11,1
822262,6900,6900.0,0.0999,36,23,3609,5,222.62,6900,0.0159,5397,7,0,2333.33,742.0,731947,4.0,6.0,2083.0,0.46299999999999997,1.0,0.0,0.0,0.0,2,1
2294670,20000,20000.0,0.0662,36,17,12936,6,0.0,20000,0.04019999999999999,8448,16,1,8333.33,752.0,723979,7.0,20.0,18632.0,0.565,2.0,0.0,0.0,0.0,6,0
419949,10700,10700.0,0.0963,36,21,7777,0,343.41,10700,0.0567,5930,18,0,4000.0,737.0,730121,9.0,24.0,1772.0,0.07400000000000001,2.0,0.0,0.0,1.0,1,1
2296270,35000,35000.0,0.1433,36,0,4732,10,0.0,35000,0.1057,7216,37,0,14583.33,677.0,727227,13.0,31.0,37678.0,0.6509999999999999,0.0,0.0,0.0,0.0,11,0
2015275,10000,10000.0,0.1311,36,11,10459,10,337.47,10000,0.1408,7601,36,0,4000.0,687.0,730329,9.0,27.0,9380.0,0.45299999999999996,0.0,0.0,0.0,0.0,11,0
974904,7000,6975.0,0.08900000000000001,36,21,396,10,222.28,7000,0.18,6464,18,0,2500.0,702.0,731396,10.0,19.0,7207.0,0.7,0.0,0.0,0.0,0.0,8,1
352207,6725,8.25,0.157,36,18,5356,6,235.44,6725,0.087,7169,4,0,2875.0,647.0,728651,9.0,28.0,16690.0,0.912,4.0,0.0,0.0,0.0,11,0
723436,8000,8000.0,0.1199,36,28,7263,6,265.68,8000,0.0449,5179,37,0,5833.33,707.0,730634,6.0,21.0,12487.0,0.937,1.0,0.0,0.0,0.0,2,1
537297,5000,5000.0,0.1361,60,19,4499,5,115.34,5000,0.1361,2602,19,0,3056.0,722.0,730144,3.0,10.0,3028.0,0.841,0.0,0.0,0.0,0.0,6,0
1945398,17250,17250.0,0.079,36,32,7772,10,539.76,17250,0.14550000000000002,3832,19,1,3583.33,742.0,726570,8.0,12.0,65538.0,0.547,0.0,0.0,0.0,0.0,0,0
413365,17000,13773.96,0.1126,36,34,13025,6,558.68,17000,0.225,2373,40,1,6183.0,742.0,728231,9.0,54.0,42106.0,0.563,3.0,0.0,0.0,0.0,2,1
665693,6400,6400.0,0.16399999999999998,36,4,1708,10,226.28,6400,0.0653,5040,19,0,6250.0,667.0,732949,5.0,6.0,6862.0,0.966,1.0,0.0,0.0,0.0,9,0
2300459,7700,7700.0,0.1114,36,34,10459,10,0.0,7700,0.1778,4294,39,1,11666.67,662.0,728201,9.0,15.0,12853.0,0.649,0.0,0.0,0.0,0.0,6,0
395888,3600,3300.0,0.0963,36,21,9129,3,115.54,3600,0.0058,1204,19,0,6858.33,762.0,732188,10.0,27.0,849.0,0.019,0.0,0.0,0.0,0.0,11,1
604521,3000,3000.0,0.1483,60,2,4276,5,71.11,3000,0.0947,3390,18,2,1700.0,717.0,732976,3.0,4.0,413.0,0.826,0.0,0.0,0.0,0.0,2,0
1687827,18000,18000.0,0.1114,60,34,2603,6,392.63,18000,0.17989999999999998,4947,31,1,7083.33,712.0,727839,13.0,42.0,15349.0,0.5579999999999999,0.0,0.0,0.0,0.0,6,0
2307843,10000,10000.0,0.1212,36,33,11084,6,332.72,10000,0.0612,658,41,1,14333.33,682.0,728058,8.0,29.0,8830.0,0.7609999999999999,1.0,0.0,0.0,0.0,1,0
883161,6800,6800.0,0.1349,60,0,10230,6,156.44,6800,0.1364,5179,37,0,2500.0,722.0,729723,11.0,20.0,3919.0,0.465,1.0,0.0,0.0,0.0,8,1
850988,8000,8000.0,0.12990000000000002,36,0,3990,11,269.52,8000,0.1305,8214,20,0,2000.0,707.0,729420,5.0,13.0,1245.0,0.461,2.0,0.0,0.0,0.0,0,1
375077,15000,9723.21,0.1189,36,11,12182,2,497.46,15000,0.0405,6161,37,0,6125.0,782.0,730462,7.0,9.0,552.0,0.028999999999999998,1.0,0.0,0.0,0.0,11,1
2087745,15000,15000.0,0.1114,36,34,4723,10,492.08,15000,0.2207,557,17,1,7083.33,717.0,728472,6.0,16.0,44197.0,0.82,0.0,0.0,0.0,0.0,3,0
708823,13200,13125.0,0.1491,36,15,14273,3,457.01,13200,0.1536,1372,24,0,5000.0,677.0,730001,13.0,32.0,32708.0,0.863,0.0,0.0,0.0,0.0,8,0
299146,20000,14875.0,0.1482,36,5,13847,6,691.55,20000,0.1469,3303,37,0,6250.0,672.0,729141,11.0,14.0,29292.0,0.604,1.0,0.0,0.0,0.0,8,1
1575469,3000,3000.0,0.1212,36,33,8944,5,99.82,3000,0.0746,3581,19,0,5416.67,677.0,729238,8.0,36.0,12105.0,0.608,0.0,0.0,0.0,0.0,6,1
497814,10000,10000.0,0.1459,36,22,2603,6,344.65,10000,0.1815,6112,31,0,4083.33,677.0,729996,13.0,27.0,8303.0,0.5770000000000001,4.0,0.0,0.0,1.0,1,0
219770,17350,8275.0,0.1393,36,4,7607,6,592.4,17350,0.2347,4484,1,2,4166.67,697.0,726193,8.0,36.0,48792.0,0.809,0.0,0.0,0.0,0.0,9,0
1068547,10500,10500.0,0.1269,36,28,5340,13,352.23,10500,0.2073,380,19,0,5500.0,697.0,729969,8.0,26.0,5790.0,0.512,2.0,0.0,0.0,1.0,6,1
355062,7500,225.0,0.14429999999999998,36,4,5102,10,257.91,7500,0.17670000000000002,6017,1,1,4160.0,657.0,729877,11.0,30.0,10221.0,0.7,1.0,0.0,0.0,0.0,3,0
1096918,19000,19000.0,0.1427,36,19,13448,6,651.87,19000,0.1653,8690,20,0,5833.33,702.0,728336,7.0,32.0,20614.0,0.852,1.0,0.0,0.0,0.0,6,1
528584,9000,9000.0,0.1521,60,15,376,6,215.11,9000,0.1727,9240,16,1,3166.67,692.0,729847,8.0,32.0,6104.0,0.379,4.0,0.0,0.0,0.0,10,0
408640,2500,2500.0,0.1316,36,14,11082,3,84.43,2500,0.022000000000000002,3733,31,0,3000.0,697.0,730123,4.0,6.0,2196.0,0.354,1.0,0.0,0.0,0.0,8,0
2082265,10625,10625.0,0.08900000000000001,36,21,3468,10,337.38,10625,0.1974,7070,12,0,2583.33,717.0,727109,7.0,15.0,11126.0,0.601,0.0,0.0,0.0,0.0,6,0
538350,4000,3950.0,0.1149,36,11,6279,5,131.89,4000,0.011000000000000001,7813,19,2,2917.0,802.0,731068,2.0,12.0,1065.0,0.095,0.0,0.0,0.0,0.0,10,1
2298858,14300,14300.0,0.1727,36,13,7255,6,0.0,14300,0.1721,1341,43,0,8333.33,677.0,730548,4.0,22.0,4021.0,0.894,3.0,0.0,0.0,1.0,5,0
640893,5000,5000.0,0.1557,36,6,12908,9,174.73,5000,0.1577,7496,1,1,13333.33,667.0,722603,17.0,46.0,11667.0,0.904,6.0,0.0,0.0,0.0,10,0
692150,9000,9000.0,0.1343,60,14,7542,6,206.77,9000,0.15789999999999998,1204,19,0,4250.0,702.0,728957,6.0,24.0,7428.0,0.721,1.0,0.0,0.0,0.0,3,1
1480288,14000,14000.0,0.1727,36,13,7580,6,501.03,14000,0.1604,2439,41,1,8583.33,677.0,727114,12.0,27.0,40228.0,0.7929999999999999,1.0,0.0,0.0,0.0,6,1
280056,12000,4957.34,0.1197,36,27,12774,6,398.4,12000,0.1408,8512,18,0,7083.33,682.0,726195,15.0,28.0,22205.0,0.888,2.0,0.0,0.0,0.0,7,1
2090490,7375,7375.0,0.1777,36,22,7263,8,265.78,7375,0.1594,3072,37,2,2383.33,692.0,729396,8.0,16.0,7010.0,0.6609999999999999,1.0,0.0,0.0,0.0,1,0
558483,10000,10000.0,0.1904,60,12,10035,6,259.63,10000,0.1917,1954,19,0,2916.67,662.0,732947,9.0,13.0,6205.0,0.915,0.0,0.0,0.0,0.0,5,0
399481,9000,8825.0,0.08,36,1,10395,1,282.03,9000,0.0898,6578,39,1,6817.0,777.0,723796,12.0,30.0,38216.0,0.504,0.0,0.0,0.0,0.0,5,1
517878,14400,14350.0,0.16449999999999998,60,4,8798,10,353.64,14400,0.1478,8078,19,0,2700.0,697.0,729756,7.0,39.0,15260.0,0.971,1.0,0.0,0.0,0.0,1,0
523554,6000,6000.0,0.07139999999999999,36,1,8144,6,185.65,6000,0.0961,9101,35,1,4150.0,812.0,719983,7.0,27.0,2834.0,0.048,2.0,0.0,0.0,0.0,11,1
771312,8725,8725.0,0.0599,36,17,5356,6,265.4,8725,0.2571,2434,18,2,6196.67,777.0,723524,8.0,22.0,23120.0,0.34600000000000003,1.0,0.0,0.0,0.0,10,1
2366200,20000,20000.0,0.2328,60,9,7607,6,567.04,20000,0.2736,528,1,0,4196.4,682.0,728665,10.0,33.0,15894.0,0.878,2.0,0.0,0.0,0.0,1,0
495850,16000,15825.0,0.16820000000000002,36,29,5806,10,568.99,16000,0.203,7097,31,1,6250.0,667.0,729117,18.0,48.0,30772.0,0.507,5.0,0.0,0.0,0.0,7,0
500156,8000,7950.0,0.0751,36,32,9693,8,248.88,8000,0.0611,1266,31,2,4583.33,797.0,724188,10.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,6,1
442500,15000,14900.0,0.1148,36,34,13282,6,494.53,15000,0.10099999999999999,2305,2,1,6250.0,742.0,727938,9.0,34.0,73366.0,0.617,1.0,0.0,0.0,0.0,5,1
354246,7500,1878.15,0.0832,36,32,8858,6,174.74,5550,0.1364,5932,4,0,3739.58,777.0,729112,11.0,27.0,5578.0,0.09,2.0,0.0,0.0,0.0,8,1
757733,9000,9000.0,0.1399,60,14,6479,6,209.37,9000,0.2415,3318,31,1,4000.0,717.0,732466,11.0,19.0,3253.0,0.218,1.0,0.0,0.0,0.0,11,1
2081837,7000,7000.0,0.1016,36,23,1146,8,226.4,7000,0.1578,8252,26,1,8333.33,697.0,729422,12.0,29.0,8025.0,0.528,0.0,0.0,0.0,0.0,10,0
